task_id,question,level,clusters,referred,referred_question
1442,"What is the most expensive MCC for a transaction of 50000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2316,In September 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=16 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1740,"For the 365th of the year 2023, what is the total fees (in euros) that Rafa_AI should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1474,What is the fee ID or IDs that apply to account_type = D and aci = E?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1837,What are the total fees (in euros) that Golfclub_Baron_Friso paid in March 2023?,hard,"[1753, 1681]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
341,What is the average transaction value grouped by issuing_country for Crossfit_Hanna's NexPay transactions between September and October 2023?,hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2762,"Looking at the year 2023, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic to in order to pay the minimum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1683,"For the 100th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
916,What is the average transaction value grouped by aci for Rafa_AI's GlobalCard transactions between March and December 2023?,hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1857,What are the total fees (in euros) that Martinis_Fine_Steakhouse paid in November 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
43,What is the average transaction amount per unique email?,easy,[5],[5],Which issuing country has the highest number of transactions?
2481,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=384 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1775,What were the applicable Fee IDs for Golfclub_Baron_Friso in January 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2568,"During 2023, imagine if the Fee with ID 17 was only applied to account type F, which merchants would have been affected by this change?",hard,"[1681, 1753, 1464]","[1681, 1753, 1464]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
72,What is the unique set of merchants in the dataset?,easy,[],[],
1341,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2574,"During 2023, imagine if the Fee with ID 787 was only applied to account type F, which merchants would have been affected by this change?",hard,"[1681, 1753, 1464]","[1681, 1753, 1464]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1518,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1234 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2741,"For Rafa_AI in September, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1012,What is the average transaction value grouped by aci for Martinis_Fine_Steakhouse's SwiftCharge transactions between November and December 2023?,hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1724,"For the 12th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1799,What were the applicable Fee IDs for Rafa_AI in January 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2385,In April 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=17 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1742,What are the applicable fee IDs for Crossfit_Hanna in 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2439,In September 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=276 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
68,Which factors contribute to a cheaper fee rate if the factors' value is decreased?,easy,[],[],
2708,"For Crossfit_Hanna in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1513,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1746,What are the total fees (in euros) that Belles_cookbook_store paid in 2023?,hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
54,Which merchant had the highest total transaction amount volume?,easy,[5],[5],Which issuing country has the highest number of transactions?
1439,"What is the most expensive MCC for a transaction of 1000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1641,"For account type F, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1458,"For a credit transaction of 1000 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1840,What are the total fees (in euros) that Golfclub_Baron_Friso paid in June 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
61,Which merchant had the highest fluctuation (std) in fraud rate during the year 2023?,easy,"[5, 49]","[5, 49]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
37,What is the ratio of credit card transactions to debit card transactions?,easy,[5],[5],Which issuing country has the highest number of transactions?
2543,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2477,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1723,"For the 10th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2493,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=64 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1437,"What is the most expensive MCC for a transaction of 100 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2559,"During 2023, imagine if the Fee with ID 384 was only applied to account type R, which merchants would have been affected by this change?",hard,"[1681, 1753, 1464]","[1681, 1753, 1464]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1784,What were the applicable Fee IDs for Golfclub_Baron_Friso in October 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
793,What is the average transaction value grouped by acquirer_country for Golfclub_Baron_Friso's SwiftCharge transactions between January and February 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2619,"Looking at the month of May, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",hard,"[1681, 1753, 1273]","[1681, 1753, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1689,"For the 100th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
57,How many unique IP addresses are present in the payments dataset?,easy,[5],[5],Which issuing country has the highest number of transactions?
1681,"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
2759,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the maximum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2641,"Looking at the month of July, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the maximum fees?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2535,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
34,How many unique shoppers are there in the payments dataset based on IP addresses?,easy,[5],[5],Which issuing country has the highest number of transactions?
55,What is the most common device type used for transactions?,easy,[5],[5],Which issuing country has the highest number of transactions?
31,"Which columns in the payments dataset contain missing data? A. ip_address, B. email_address, C. both ip_address and email_address, D. neither",easy,[5],[5],Which issuing country has the highest number of transactions?
1417,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2478,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2760,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the minimum fees?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2527,"In 2023, which merchants were affected by the Fee with ID 454?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1801,What were the applicable Fee IDs for Rafa_AI in March 2023?,hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
1312,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",hard,[1305],[1305],"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1684,"For the 200th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1577,"For account type D, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
63,What are the possible values for the field account_type?,easy,[],[],
56,How many transactions were conducted on iOS devices?,easy,[],[],
62,"How much, if exists, is the excessive retry fee?",easy,[],[],
1504,What is the fee ID or IDs that apply to account_type = O and aci = G?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1279,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
11,What is the highest transaction amount (in EUR) recorded?,easy,[5],[5],Which issuing country has the highest number of transactions?
1292,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2556,"During 2023, imagine if the Fee with ID 64 was only applied to account type F, which merchants would have been affected by this change?",hard,"[1681, 1753, 1464]","[1681, 1753, 1464]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1752,What were the applicable Fee IDs for Belles_cookbook_store in February 2023?,hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
842,What is the average transaction value grouped by acquirer_country for Crossfit_Hanna's TransactPlus transactions between November and December 2023?,hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1294,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
58,What is the avg fraud rate of Crossfit_Hanna for Q3 of 2023?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
1826,What are the total fees (in euros) that Crossfit_Hanna paid in April 2023?,hard,"[1753, 1681]","[1753, 1681]","What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1484,What is the fee ID or IDs that apply to account_type = F and aci = A?,hard,[1464],[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
682,What is the average transaction value grouped by acquirer_country for Belles_cookbook_store's GlobalCard transactions between November and December 2023?,hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1519,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 4321 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1538,"For account type R, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1862,What are the total fees (in euros) that Rafa_AI paid in April 2023?,hard,"[1681, 1753]","[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1765,What were the applicable Fee IDs for Crossfit_Hanna in March 2023?,hard,[1753],[1753],What are the applicable fee IDs for Belles_cookbook_store in March 2023?
2441,In October 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=384 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2563,"During 2023, imagine if the Fee with ID 384 was only applied to account type S, which merchants would have been affected by this change?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2652,"Looking at the month of August, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the minimum fees?",hard,"[1681, 1273]","[1681, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1966,In October 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 99?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2569,"During 2023, imagine if the Fee with ID 17 was only applied to account type S, which merchants would have been affected by this change?",hard,"[1681, 1753, 1464]","[1681, 1753, 1464]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || What is the fee ID or IDs that apply to account_type = R and aci = B?"
1531,"For account type R, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
52,Which country is associated with the highest transaction amount in total?,easy,[5],[5],Which issuing country has the highest number of transactions?
12,Which card scheme is the most commonly used?,easy,[5],[5],Which issuing country has the highest number of transactions?
1574,"For account type D, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1593,"For account type H, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1305, 1273]","[1305, 1273]","For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1451,"For a credit transaction of 100 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2544,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",hard,"[1681, 1753, 1871]","[1681, 1753, 1871]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?"
2491,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=65 changed to 1?,hard,[1871],[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2678,"Looking at the month of November, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?",hard,"[1681, 1753, 1273]","[1681, 1753, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1289,"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2713,"For Crossfit_Hanna in April, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1720,"For the 200th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",hard,[1681],[1681],"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?"
1449,"For a credit transaction of 10 euros on SwiftCharge, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",hard,[1273],[1273],"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
1584,"For account type D, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1514,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1000 EUR?",hard,"[1273, 1305]","[1273, 1305]","For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
16,Which merchant has the lowest average fraud rate for the year 2023?,easy,[49],[49],"What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR"
2589,"Looking at the month of February, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",hard,"[1681, 1753, 1273]","[1681, 1753, 1273]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR?"
2727,"For Belles_cookbook_store in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",hard,[2697],[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
