task_id,question,input_fields,output_fields,answer,guidelines,level
1012,What is the average transaction value grouped by aci for Martinis_Fine_Steakhouse's SwiftCharge transactions between November and December 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.eur_amount, payments.aci",payments.eur_amount,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1724,"For the 12th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?","payments.merchant, payments.year, payments.day_of_year, payments.eur_amount, payments.has_fraudulent_dispute, payments.is_credit, payments.issuing_country, payments.acquirer_country, merchant_data.merchant, merchant_data.acquirer, fees.merchant_category_code, fees.monthly_fraud_level, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1799,What were the applicable Fee IDs for Rafa_AI in January 2023?,"payments.merchant, payments.year, payments.day_of_year, fees.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2385,In April 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=17 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1742,What are the applicable fee IDs for Crossfit_Hanna in 2023?,"payments.merchant, payments.year, merchant_data.merchant",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2439,In September 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=276 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
68,Which factors contribute to a cheaper fee rate if the factors' value is decreased?,"fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2708,"For Crossfit_Hanna in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.aci, payments.has_fraudulent_dispute, payments.day_of_year, fees.aci",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1513,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1000 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1746,What are the total fees (in euros) that Belles_cookbook_store paid in 2023?,"payments.merchant, payments.year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
54,Which merchant had the highest total transaction amount volume?,"payments.merchant, payments.eur_amount",payments.merchant,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1439,"What is the most expensive MCC for a transaction of 1000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","payments.eur_amount, merchant_data.merchant_category_code, fees.monthly_volume, fees.merchant_category_code",fees.merchant_category_code,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1641,"For account type F, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1458,"For a credit transaction of 1000 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.is_credit, payments.eur_amount, payments.card_scheme, payments.aci",payments.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1840,What are the total fees (in euros) that Golfclub_Baron_Friso paid in June 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
61,Which merchant had the highest fluctuation (std) in fraud rate during the year 2023?,"payments.merchant, payments.year, payments.has_fraudulent_dispute, payments.day_of_year",payments.merchant,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
37,What is the ratio of credit card transactions to debit card transactions?,payments.is_credit,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2543,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, fees.merchant_category_code, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2477,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 1?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1723,"For the 10th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?","payments.day_of_year, payments.year, payments.merchant, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2493,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=64 changed to 1?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1437,"What is the most expensive MCC for a transaction of 100 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.","fees.merchant_category_code, fees.monthly_volume, payments.eur_amount",fees.merchant_category_code,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2559,"During 2023, imagine if the Fee with ID 384 was only applied to account type R, which merchants would have been affected by this change?","merchant_data.account_type, payments.year, fees.ID",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1784,What were the applicable Fee IDs for Golfclub_Baron_Friso in October 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, fees.merchant_category_code, merchant_category_codes.mcc",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
793,What is the average transaction value grouped by acquirer_country for Golfclub_Baron_Friso's SwiftCharge transactions between January and February 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.acquirer_country, payments.eur_amount",compute.fee,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2619,"Looking at the month of May, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.card_scheme, payments.eur_amount, payments.has_fraudulent_dispute, payments.is_credit, payments.acquirer_country, payments.issuing_country",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1689,"For the 100th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?","payments.day_of_year, payments.year, payments.merchant, fees.merchant_category_code, merchant_data.merchant, merchant_data.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
57,How many unique IP addresses are present in the payments dataset?,payments.ip_address,payments.ip_address,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1681,"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?","payments.day_of_year, payments.year, payments.merchant, fees.merchant_category_code, merchant_data.merchant, merchant_data.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2759,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the maximum fees?","payments.merchant, payments.year, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2641,"Looking at the month of July, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.card_scheme, payments.eur_amount, payments.has_fraudulent_dispute, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2535,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant_category_code, fees.merchant_category_code, payments.eur_amount, fees.monthly_volume, fees.is_credit, payments.is_credit, fees.intracountry, payments.issuing_country, payments.acquirer_country",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
34,How many unique shoppers are there in the payments dataset based on IP addresses?,payments.ip_address,payments.ip_address,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
55,What is the most common device type used for transactions?,payments.device_type,payments.device_type,,"Answer must be just the name of the device category. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
31,"Which columns in the payments dataset contain missing data? A. ip_address, B. email_address, C. both ip_address and email_address, D. neither","payments.ip_address, payments.email_address","payments.ip_address, payments.email_address",,"Answer must be in the form 'X. Y' where X is the option's letter chosen and Y is the option's description. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1417,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2478,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 99?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2760,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the minimum fees?","payments.year, payments.merchant, fees.is_credit, fees.intracountry, payments.card_scheme, payments.eur_amount, payments.has_fraudulent_dispute, payments.day_of_year, payments.acquirer_country, payments.issuing_country",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2527,"In 2023, which merchants were affected by the Fee with ID 454?","payments.merchant, payments.year, fees.ID",payments.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1801,What were the applicable Fee IDs for Rafa_AI in March 2023?,"payments.merchant, payments.year, payments.day_of_year",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1312,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals","merchant_data.account_type, merchant_category_codes.description, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1684,"For the 200th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?","payments.merchant, payments.year, payments.day_of_year, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1577,"For account type D, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
63,What are the possible values for the field account_type?,merchant_data.account_type,merchant_data.account_type,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
56,How many transactions were conducted on iOS devices?,payments.device_type,payments.psp_reference,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
62,"How much, if exists, is the excessive retry fee?",,,,"Answer must the number of cost in dollars per retry or 'Not Applicable'. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1504,What is the fee ID or IDs that apply to account_type = O and aci = G?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1279,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
11,What is the highest transaction amount (in EUR) recorded?,payments.eur_amount,,,"Answer must be the exact number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1292,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2556,"During 2023, imagine if the Fee with ID 64 was only applied to account type F, which merchants would have been affected by this change?","merchant_data.account_type, merchant_data.merchant",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1752,What were the applicable Fee IDs for Belles_cookbook_store in February 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, merchant_data.merchant_category_code, fees.merchant_category_code",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
842,What is the average transaction value grouped by acquirer_country for Crossfit_Hanna's TransactPlus transactions between November and December 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.eur_amount, payments.acquirer_country",compute.average,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1294,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR?","payments.is_credit, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
58,What is the avg fraud rate of Crossfit_Hanna for Q3 of 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.has_fraudulent_dispute",compute.fee,,"Answer must be just a number expressed as a percentage rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1826,What are the total fees (in euros) that Crossfit_Hanna paid in April 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1484,What is the fee ID or IDs that apply to account_type = F and aci = A?,"fees.account_type, fees.aci",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
682,What is the average transaction value grouped by acquirer_country for Belles_cookbook_store's GlobalCard transactions between November and December 2023?,"payments.merchant, payments.card_scheme, payments.year, payments.day_of_year, payments.acquirer_country, payments.eur_amount",compute.fee,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1519,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 4321 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1538,"For account type R, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1862,What are the total fees (in euros) that Rafa_AI paid in April 2023?,"payments.merchant, payments.year, payments.day_of_year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1765,What were the applicable Fee IDs for Crossfit_Hanna in March 2023?,"payments.merchant, payments.year, payments.day_of_year, merchant_data.merchant, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay",fees.ID,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2441,In October 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=384 changed to 1?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2563,"During 2023, imagine if the Fee with ID 384 was only applied to account type S, which merchants would have been affected by this change?","fees.account_type, merchant_data.account_type, merchant_data.merchant, payments.year",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2652,"Looking at the month of August, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the minimum fees?","payments.merchant, payments.day_of_year, payments.year, payments.card_scheme, payments.eur_amount, fees.merchant_category_code, fees.monthly_fraud_level, fees.is_credit, fees.intracountry, fees.aci, fees.account_type, fees.capture_delay, merchant_data.capture_delay, merchant_data.account_type, merchant_data.merchant_category_code",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1966,In October 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 99?,"payments.merchant, payments.year, payments.day_of_year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2569,"During 2023, imagine if the Fee with ID 17 was only applied to account type S, which merchants would have been affected by this change?","merchant_data.account_type, merchant_data.merchant, payments.year, fees.ID",merchant_data.merchant,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1531,"For account type R, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
52,Which country is associated with the highest transaction amount in total?,"payments.eur_amount, payments.acquirer_country",payments.acquirer_country,,"Answer must be just a country code. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
12,Which card scheme is the most commonly used?,payments.card_scheme,payments.card_scheme,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1574,"For account type D, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1593,"For account type H, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.","fees.account_type, fees.merchant_category_code, fees.is_credit, fees.aci, fees.monthly_volume, fees.capture_delay, fees.intracountry, merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1451,"For a credit transaction of 100 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.eur_amount, payments.is_credit, payments.card_scheme, payments.aci",fees.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2544,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?","payments.merchant, payments.year, merchant_data.merchant, merchant_data.merchant_category_code, merchant_category_codes.mcc, fees.merchant_category_code, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2491,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=65 changed to 1?,"payments.merchant, payments.year, fees.ID",compute.fee,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2678,"Looking at the month of November, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?","payments.merchant, payments.card_scheme, payments.day_of_year, payments.eur_amount, payments.has_fraudulent_dispute, payments.issuing_country, payments.acquirer_country, fees.monthly_fraud_level, fees.intracountry",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1289,"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR?","payments.card_scheme, payments.eur_amount, payments.is_credit",compute.fee,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2713,"For Crossfit_Hanna in April, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, payments.aci, payments.shopper_interaction, fees.aci",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1720,"For the 200th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?","payments.merchant, payments.day_of_year, payments.year, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1449,"For a credit transaction of 10 euros on SwiftCharge, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.","payments.is_credit, payments.eur_amount, payments.card_scheme, payments.aci",payments.aci,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1584,"For account type D, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.","merchant_data.account_type, payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1514,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1000 EUR?","payments.card_scheme, payments.eur_amount",compute.fee,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
16,Which merchant has the lowest average fraud rate for the year 2023?,"payments.merchant, payments.has_fraudulent_dispute, payments.year",payments.merchant,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2589,"Looking at the month of February, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?","payments.merchant, payments.day_of_year, payments.eur_amount, payments.card_scheme, payments.is_credit, payments.acquirer_country, payments.issuing_country, payments.has_fraudulent_dispute, fees.merchant_category_code, fees.monthly_fraud_level, fees.monthly_volume, fees.is_credit, fees.intracountry",compute.fee,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2727,"For Belles_cookbook_store in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?","payments.merchant, payments.day_of_year, payments.has_fraudulent_dispute, fees.aci",compute.fee,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
