task_id,question,input_fields,output_field,answer,guidelines,level
1012,What is the average transaction value grouped by aci for Martinis_Fine_Steakhouse's SwiftCharge transactions between November and December 2023?,,,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1724,"For the 12th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1799,What were the applicable Fee IDs for Rafa_AI in January 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2385,In April 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=17 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1742,What are the applicable fee IDs for Crossfit_Hanna in 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2439,In September 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=276 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
68,Which factors contribute to a cheaper fee rate if the factors' value is decreased?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2708,"For Crossfit_Hanna in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1513,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1000 EUR?",,,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1746,What are the total fees (in euros) that Belles_cookbook_store paid in 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
54,Which merchant had the highest total transaction amount volume?,,,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1439,"What is the most expensive MCC for a transaction of 1000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1641,"For account type F, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1458,"For a credit transaction of 1000 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1840,What are the total fees (in euros) that Golfclub_Baron_Friso paid in June 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
61,Which merchant had the highest fluctuation (std) in fraud rate during the year 2023?,,,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
37,What is the ratio of credit card transactions to debit card transactions?,,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2543,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2477,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1723,"For the 10th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2493,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=64 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1437,"What is the most expensive MCC for a transaction of 100 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2559,"During 2023, imagine if the Fee with ID 384 was only applied to account type R, which merchants would have been affected by this change?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1784,What were the applicable Fee IDs for Golfclub_Baron_Friso in October 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
793,What is the average transaction value grouped by acquirer_country for Golfclub_Baron_Friso's SwiftCharge transactions between January and February 2023?,,,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2619,"Looking at the month of May, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1689,"For the 100th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
57,How many unique IP addresses are present in the payments dataset?,,,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1681,"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2759,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the maximum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2641,"Looking at the month of July, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the maximum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2535,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
34,How many unique shoppers are there in the payments dataset based on IP addresses?,,,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
55,What is the most common device type used for transactions?,,,,"Answer must be just the name of the device category. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
31,"Which columns in the payments dataset contain missing data? A. ip_address, B. email_address, C. both ip_address and email_address, D. neither",,,,"Answer must be in the form 'X. Y' where X is the option's letter chosen and Y is the option's description. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1417,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2478,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 99?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2760,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the minimum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2527,"In 2023, which merchants were affected by the Fee with ID 454?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1801,What were the applicable Fee IDs for Rafa_AI in March 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1312,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1684,"For the 200th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1577,"For account type D, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
63,What are the possible values for the field account_type?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
56,How many transactions were conducted on iOS devices?,,,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
62,"How much, if exists, is the excessive retry fee?",,,,"Answer must the number of cost in dollars per retry or 'Not Applicable'. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1504,What is the fee ID or IDs that apply to account_type = O and aci = G?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1279,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
11,What is the highest transaction amount (in EUR) recorded?,,,,"Answer must be the exact number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1292,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1000 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2556,"During 2023, imagine if the Fee with ID 64 was only applied to account type F, which merchants would have been affected by this change?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1752,What were the applicable Fee IDs for Belles_cookbook_store in February 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
842,What is the average transaction value grouped by acquirer_country for Crossfit_Hanna's TransactPlus transactions between November and December 2023?,,,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1294,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
58,What is the avg fraud rate of Crossfit_Hanna for Q3 of 2023?,,,,"Answer must be just a number expressed as a percentage rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1826,What are the total fees (in euros) that Crossfit_Hanna paid in April 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1484,What is the fee ID or IDs that apply to account_type = F and aci = A?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
682,What is the average transaction value grouped by acquirer_country for Belles_cookbook_store's GlobalCard transactions between November and December 2023?,,,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1519,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 4321 EUR?",,,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1538,"For account type R, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1862,What are the total fees (in euros) that Rafa_AI paid in April 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1765,What were the applicable Fee IDs for Crossfit_Hanna in March 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2441,In October 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=384 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2563,"During 2023, imagine if the Fee with ID 384 was only applied to account type S, which merchants would have been affected by this change?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2652,"Looking at the month of August, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the minimum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1966,In October 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 99?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2569,"During 2023, imagine if the Fee with ID 17 was only applied to account type S, which merchants would have been affected by this change?",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1531,"For account type R, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
52,Which country is associated with the highest transaction amount in total?,,,,"Answer must be just a country code. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
12,Which card scheme is the most commonly used?,,,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1574,"For account type D, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1593,"For account type H, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 100 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1451,"For a credit transaction of 100 euros on GlobalCard, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2544,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 5411 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2491,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=65 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2678,"Looking at the month of November, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the minimum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1289,"For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2713,"For Crossfit_Hanna in April, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1720,"For the 200th of the year 2023, what is the total fees (in euros) that Crossfit_Hanna should pay?",,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1449,"For a credit transaction of 10 euros on SwiftCharge, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1584,"For account type D, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 4321 EUR? Provide the answer in EUR and 6 decimals.",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1514,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1000 EUR?",,,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
16,Which merchant has the lowest average fraud rate for the year 2023?,,,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2589,"Looking at the month of February, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2727,"For Belles_cookbook_store in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1875,In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=398 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2731,"For Rafa_AI in July, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1448,"For a credit transaction of 10 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1769,What were the applicable Fee IDs for Crossfit_Hanna in July 2023?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1868,What are the total fees (in euros) that Rafa_AI paid in October 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
625,What is the average transaction value grouped by device_type for Belles_cookbook_store's TransactPlus transactions between March and April 2023?,,,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2587,"Looking at the month of February, to which card scheme should the merchant Belles_cookbook_store steer traffic in order to pay the maximum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
14,What is the name of the column that indicates fraud?,,,,"Answer must be just the name of the column. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1819,What are the total fees (in euros) that Belles_cookbook_store paid in September 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
7,What percentage of transactions have an associated email address?,,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1835,What are the total fees (in euros) that Golfclub_Baron_Friso paid in January 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1931,In July 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1290,"For credit transactions, what would be the average fee that the card scheme NexPay would charge for a transaction value of 1000 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2538,"Imagine the merchant Golfclub_Baron_Friso had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1489,What is the fee ID or IDs that apply to account_type = F and aci = F?,,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2507,In the year 2023 what delta would Martinis_Fine_Steakhouse pay if the relative fee of the fee with ID=276 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1739,"For the 300th of the year 2023, what is the total fees (in euros) that Rafa_AI should pay?",,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
15,What percentage of transactions are fraudulent in year 2023?,,,,"Answer must be just a number expressed as a percentage rounded to 6 decimal places. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
18,Which payment method (card_scheme) has the highest avg fraud rate for the year 2023?,,,,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
1438,"What is the most expensive MCC for a transaction of 500 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2699,"For Golfclub_Baron_Friso in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,,,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2121,In February 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=65 changed to 1?,,,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1300,"For credit transactions, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 1234 EUR?",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1822,What are the total fees (in euros) that Belles_cookbook_store paid in December 2023?,,,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2634,"Looking at the month of June, to which card scheme should the merchant Martinis_Fine_Steakhouse steer traffic in order to pay the minimum fees?",,,,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1454,"For a credit transaction of 100 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1456,"For a credit transaction of 1000 euros on NexPay, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,,,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
1358,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme NexPay would charge for a transaction value of 5000 EUR? Provide the answer in EUR and 6 decimals",,,,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
2,What is the average transaction amount (in EUR)?,,,,"Answer must be just a number rounded to 3 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy
2537,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 7523 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard
