task_id,question,answer,guidelines,level,cluster,reference_list,referred_question
1683,"For the 100th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
916,What is the average transaction value grouped by aci for Rafa_AI's GlobalCard transactions between March and December 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1857,What are the total fees (in euros) that Martinis_Fine_Steakhouse paid in November 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
43,What is the average transaction amount per unique email?,,"Answer must be a number rounded to 3 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2481,In the year 2023 what delta would Crossfit_Hanna pay if the relative fee of the fee with ID=384 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1775,What were the applicable Fee IDs for Golfclub_Baron_Friso in January 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2568,"During 2023, imagine if the Fee with ID 17 was only applied to account type F, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
72,What is the unique set of merchants in the dataset?,,"Answer must be a comma separated list of the merchant names. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1341,"For account type H and the MCC description: Drinking Places (Alcoholic Beverages) - Bars, Taverns, Nightclubs, Cocktail Lounges, and Discotheques, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2574,"During 2023, imagine if the Fee with ID 787 was only applied to account type F, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
1518,"In the average scenario, which card scheme would provide the most expensive fee for a transaction value of 1234 EUR?",,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,8,[],
2741,"For Rafa_AI in September, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1012,What is the average transaction value grouped by aci for Martinis_Fine_Steakhouse's SwiftCharge transactions between November and December 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1724,"For the 12th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
1799,What were the applicable Fee IDs for Rafa_AI in January 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2385,In April 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=17 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1742,What are the applicable fee IDs for Crossfit_Hanna in 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2439,In September 2023 what delta would Rafa_AI pay if the relative fee of the fee with ID=276 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
68,Which factors contribute to a cheaper fee rate if the factors' value is decreased?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2708,"For Crossfit_Hanna in March, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?",,"Answer must be just the selected ACI to incentive and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1513,"In the average scenario, which card scheme would provide the cheapest fee for a transaction value of 1000 EUR?",,"Answer must be just the name of the card scheme. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,8,[],
1746,What are the total fees (in euros) that Belles_cookbook_store paid in 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
54,Which merchant had the highest total transaction amount volume?,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1439,"What is the most expensive MCC for a transaction of 1000 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,0,[],
1641,"For account type F, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1458,"For a credit transaction of 1000 euros on TransactPlus, what would be the most expensive Authorization Characteristics Indicator (ACI)? In the case of a draw between multiple ACIs, return the ACI with the lowest alphabetical order. Provide the response in a list even if there is only one value.",,"Answer must be just one letter. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,0,[],
1840,What are the total fees (in euros) that Golfclub_Baron_Friso paid in June 2023?,,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
61,Which merchant had the highest fluctuation (std) in fraud rate during the year 2023?,,"Answer must be just the name of the merchant. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
37,What is the ratio of credit card transactions to debit card transactions?,,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2543,"Imagine the merchant Martinis_Fine_Steakhouse had changed its MCC code to 8062 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,2,[],
2477,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1723,"For the 10th of the year 2023, what is the total fees (in euros) that Golfclub_Baron_Friso should pay?",,"Answer must be just a number rounded to 2 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,5,[],
2493,In the year 2023 what delta would Golfclub_Baron_Friso pay if the relative fee of the fee with ID=64 changed to 1?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
1437,"What is the most expensive MCC for a transaction of 100 euros, in general? If there are many MCCs with the same value, list all of them. Provide a list as an output even if it is one element.",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,0,[],
2559,"During 2023, imagine if the Fee with ID 384 was only applied to account type R, which merchants would have been affected by this change?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
1784,What were the applicable Fee IDs for Golfclub_Baron_Friso in October 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
793,What is the average transaction value grouped by acquirer_country for Golfclub_Baron_Friso's SwiftCharge transactions between January and February 2023?,,"Present your results broken down by grouping and sorted in ascending order. The final answer should be a list of this format: [grouping_i: amount_i, ]. When grouping by country use the country_code. The elements of the list are sorted in ascending order by the amount. All amounts should be rounded to 2 decimal places.. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2619,"Looking at the month of May, to which card scheme should the merchant Crossfit_Hanna steer traffic in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
1689,"For the 100th of the year 2023, what are the Fee IDs applicable to Crossfit_Hanna?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
57,How many unique IP addresses are present in the payments dataset?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1681,"For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
2759,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2641,"Looking at the month of July, to which card scheme should the merchant Golfclub_Baron_Friso steer traffic in order to pay the maximum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2535,"Imagine the merchant Crossfit_Hanna had changed its MCC code to 5911 before 2023 started, what amount delta will it have to pay in fees for the year 2023?",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,2,[],
34,How many unique shoppers are there in the payments dataset based on IP addresses?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
55,What is the most common device type used for transactions?,,"Answer must be just the name of the device category. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
31,"Which columns in the payments dataset contain missing data? A. ip_address, B. email_address, C. both ip_address and email_address, D. neither",,"Answer must be in the form 'X. Y' where X is the option's letter chosen and Y is the option's description. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1417,"For account type H and the MCC description: Taxicabs and Limousines, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1000 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
2478,In the year 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=276 changed to 99?,,"Answer must be just a number rounded to 14 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,7,[1871],In January 2023 what delta would Belles_cookbook_store pay if the relative fee of the fee with ID=384 changed to 1?
2760,"Looking at the year 2023, to which card scheme should the merchant Crossfit_Hanna steer traffic to in order to pay the minimum fees?",,"Answer must be just the selected card scheme and the associated cost rounded to 2 decimals in this format: {card_scheme}:{fee}. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,4,[2697],"For Belles_cookbook_store in January, if we were to move the fraudulent transactions towards a different Authorization Characteristics Indicator (ACI) by incentivizing users to use a different interaction, what would be the preferred choice considering the lowest possible fees?"
2527,"In 2023, which merchants were affected by the Fee with ID 454?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,9,[],
1801,What were the applicable Fee IDs for Rafa_AI in March 2023?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1312,"For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme TransactPlus would charge for a transaction value of 50 EUR? Provide the answer in EUR and 6 decimals",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1684,"For the 200th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store?",,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,6,"[1681, 1753]","For the 10th of the year 2023, what are the Fee IDs applicable to Belles_cookbook_store? || What are the applicable fee IDs for Belles_cookbook_store in March 2023?"
1577,"For account type D, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 1234 EUR? Provide the answer in EUR and 6 decimals.",,"Answer must be just a number rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
63,What are the possible values for the field account_type?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
56,How many transactions were conducted on iOS devices?,,"Answer must be just a number. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
62,"How much, if exists, is the excessive retry fee?",,"Answer must the number of cost in dollars per retry or 'Not Applicable'. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'.",easy,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
1504,What is the fee ID or IDs that apply to account_type = O and aci = G?,,"Answer must be a list of values in comma separated list, eg: A, B, C. If the answer is an empty list, reply with an empty string. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,3,[1464],What is the fee ID or IDs that apply to account_type = R and aci = B?
1279,"For credit transactions, what would be the average fee that the card scheme SwiftCharge would charge for a transaction value of 50 EUR?",,"Answer must be just a number expressed in EUR rounded to 6 decimals. If a question does not have a relevant or applicable answer for the task, please respond with 'Not Applicable'",hard,1,"[5, 49, 70, 1273, 1305]","Which issuing country has the highest number of transactions? || What is the top country (ip_country) for fraud? A. NL, B. BE, C. ES, D. FR || Is Martinis_Fine_Steakhouse in danger of getting a high-fraud rate fine? || For credit transactions, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? || For account type H and the MCC description: Eating Places and Restaurants, what would be the average fee that the card scheme GlobalCard would charge for a transaction value of 10 EUR? Provide the answer in EUR and 6 decimals"
